IndicatorId,Indicator
SV_HRSM_H_SEL,Number of households sampled for men's survey
CN_IODZ_H_NM2,Number of households with salt tested
CN_IODZ_H_UN2,Number of households with salt tested (unweighted)
CN_BRFI_C_NUM,Number of last-born children born in the last two years
CN_BRFI_C_UNW,Number of last-born children born in the last two years (unweighted)
CN_BRFI_C_NME,Number of last-born children ever breastfed
CN_BRFI_C_UNE,Number of last-born children ever breastfed (unweighted)
RH_DELP_C_NUM,Number of live births (or stillbirths) in the last two (or three/five) years
RH_DELA_C_NUM,Number of live births (or stillbirths) in the last two (or three/five) years
RH_DELP_C_UNW,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted)
RH_DELA_C_UNW,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted)
CH_SZWT_C_NUM,Number of live births in the last five (or three) years
CH_SZWT_C_UNW,Number of live births in the last five (or three) years (unweighted)
CH_SZWT_C_NM1,Number of live births in the last five (or three) years with a numerical birth weight reported
CH_SZWT_C_UN1,Number of live births in the last five (or three) years with a numerical birth weight reported (unweighted)
ED_EDAT_M_NUM,Number of male household members age 6 and over
ED_EDAT_M_UNW,Number of male household members age 6 and over (unweighted)
EM_EMPM_M_NUM,Number of married men
FP_EVUM_M_NUM,Number of married men
MA_WIVE_M_NUM,Number of married men
FP_KMET_M_NUM,Number of married men
EM_EMPM_M_UNW,Number of married men (unweighted)
FP_KMET_M_UNW,Number of married men (unweighted)
FP_EVUM_M_UNW,Number of married men (unweighted)
MA_WIVE_M_UNW,Number of married men (unweighted)
FP_KMTM_M_NUM,Number of married men 15-49
FP_KMTM_M_UNW,Number of married men 15-49 (unweighted)
FP_KMTM_M_UN5,Number of married men 15-54(59) (unweighted)
PR_IDLC_M_N5M,Number of married men age 15-54(59) with a numeric response for ideal number of children
PR_IDLC_M_U5M,Number of married men age 15-54(59) with a numeric response for ideal number of children (unweighted)
EM_ERNM_M_NM1,Number of married men employed in the last 12 months receiving cash earnings
EM_ERNM_M_UN1,Number of married men employed in the last 12 months receiving cash earnings (unweighted)
PR_IDLC_M_NMM,Number of married men with a numeric response for ideal number of children
PR_IDLC_M_UNM,Number of married men with a numeric response for ideal number of children (unweighted)
FP_NADM_W_NUM,Number of married women
CM_HRFW_W_NUM,Number of married women
EM_EMPM_W_NUM,Number of married women
FP_KMET_W_NUM,Number of married women
FP_KMTM_W_NUM,Number of married women
FP_CUSM_W_NUM,Number of married women
FE_CEBM_W_NUM,Number of married women
FP_EVUM_W_NUM,Number of married women
MA_CWIV_W_NUM,Number of married women
CM_HRFW_W_UNW,Number of married women (unweighted)
MA_CWIV_W_UNW,Number of married women (unweighted)
FP_NADM_W_UNW,Number of married women (unweighted)
FP_EVUM_W_UNW,Number of married women (unweighted)
FE_CEBM_W_UNW,Number of married women (unweighted)
FP_CUSM_W_UNW,Number of married women (unweighted)
FP_KMTM_W_UNW,Number of married women (unweighted)
FP_KMET_W_UNW,Number of married women (unweighted)
EM_EMPM_W_UNW,Number of married women (unweighted)
EM_ERNM_W_NM1,Number of married women employed in the last 12 months receiving cash earnings
EM_WERN_W_NUM,Number of married women employed in the last 12 months receiving cash earnings
EM_ERNM_W_UN1,Number of married women employed in the last 12 months receiving cash earnings (unweighted)
EM_WERN_W_UNW,Number of married women employed in the last 12 months receiving cash earnings (unweighted)
FP_NADM_W_TDN,Number of married women with a demand for family planning
FP_NADM_W_TDU,Number of married women with a demand for family planning (unweighted)
PR_IDLC_W_NMM,Number of married women with a numeric response for ideal number of children
PR_IDLC_W_UNM,Number of married women with a numeric response for ideal number of children (unweighted)
FP_NDYM_W_NUM,Number of married young women
FP_NDYM_W_UNW,Number of married young women (unweighted)
FP_NDYM_W_TDN,Number of married young women with a demand for family planning
FP_NDYM_W_TDU,Number of married young women with a demand for family planning (unweighted)
HA_ANSS_M_NUM,Number of men
HA_KHVP_M_NUM,Number of men
HA_CKNA_M_NUM,Number of men
HA_ASEC_M_NUM,Number of men
HA_KMTC_M_NUM,Number of men
PR_IDLC_M_NUM,Number of men
MA_MSTA_M_NUM,Number of men
HA_PYSX_M_NUM,Number of men
HA_PSXY_M_NM1,Number of men
HA_MSXP_M_NM1,Number of men
SX_SBAG_M_NUM,Number of men
SX_LSEX_M_NUM,Number of men
FP_EVUA_M_NUM,Number of men
FP_EFPM_M_NUM,Number of men
HA_MSXP_M_NM2,Number of men
FG_KFCC_M_NUM,Number of men
MA_MBAG_M_NUM,Number of men
ED_LITR_M_NUM,Number of men
ED_EDUC_M_NUM,Number of men
ED_MDIA_M_NUM,Number of men
HA_KAID_M_NUM,Number of men
HA_CPHT_M_NUM,Number of men
EM_EMPL_M_NUM,Number of men
ED_EDUC_M_UNW,Number of men (unweighted)
SX_LSEX_M_UNW,Number of men (unweighted)
FP_EFPM_M_UNW,Number of men (unweighted)
HA_CKNA_M_UNW,Number of men (unweighted)
EM_EMPL_M_UNW,Number of men (unweighted)
FP_EVUA_M_UNW,Number of men (unweighted)
HA_ASEC_M_UNW,Number of men (unweighted)
HA_MSXP_M_UN1,Number of men (unweighted)
HA_CPHT_M_UNW,Number of men (unweighted)
HA_PSXY_M_UN1,Number of men (unweighted)
FG_KFCC_M_UNW,Number of men (unweighted)
MA_MSTA_M_UNW,Number of men (unweighted)
MA_MBAG_M_UNW,Number of men (unweighted)
SX_SBAG_M_UNW,Number of men (unweighted)
HA_MSXP_M_UN2,Number of men (unweighted)
PR_IDLC_M_UNW,Number of men (unweighted)
HA_KMTC_M_UNW,Number of men (unweighted)
ED_MDIA_M_UNW,Number of men (unweighted)
HA_KAID_M_UNW,Number of men (unweighted)
HA_PYSX_M_UNW,Number of men (unweighted)
HA_ANSS_M_UNW,Number of men (unweighted)
HA_KHVP_M_UNW,Number of men (unweighted)
ED_LITR_M_UNW,Number of men (unweighted)
FP_KMTA_M_NUM,Number of men 15-49
FP_KMTA_M_UNW,Number of men 15-49 (unweighted)
FP_KMTA_M_UN5,Number of men 15-54(59) (unweighted)
FE_TNBH_M_NUM,Number of men age 15-19
FE_TNBH_M_UNW,Number of men age 15-19 (unweighted)
PR_IDLC_M_N5A,Number of men age 15-54(59) with a numeric response for ideal number of children
PR_IDLC_M_U5A,Number of men age 15-54(59) with a numeric response for ideal number of children (unweighted)
EM_OCCP_M_NUM,Number of men employed in the last 12 months
EM_OCCP_M_UNW,Number of men employed in the last 12 months (unweighted)
SV_INTV_M_NUM,Number of men interviewed in one visit with complete interview start and stop time [Men]
HA_HRSX_M_NM1,Number of men reporting sexual activity in the last 12 months
HA_HRSX_M_UN1,Number of men reporting sexual activity in the last 12 months (unweighted)
HA_STIS_M_NUM,Number of men who ever had sexual intercourse
HA_STIS_M_UNW,Number of men who ever had sexual intercourse (unweighted)
HA_HRSX_M_NM2,"Number of men who had sex with a non-marital, non-cohabiting partner in the last 12 months"
HA_HRSX_M_UN2,"Number of men who had sex with a non-marital, non-cohabiting partner in the last 12 months (unweighted)"
HA_AATT_M_NUM,Number of men who have heard of AIDS
HA_AATT_M_UNW,Number of men who have heard of AIDS (unweighted)
FG_OFCR_M_NUM,Number of men who have heard of female circumcision
FG_OFCC_M_NUM,Number of men who have heard of female circumcision
FG_OFCC_M_UNW,Number of men who have heard of female circumcision (unweighted)
FG_OFCR_M_UNW,Number of men who have heard of female circumcision (unweighted)
HA_PYSX_M_UN1,Number of men who paid for sex in the last 12 months (unweighted)
PR_IDLC_M_NMA,Number of men with a numeric response for ideal number of children
PR_IDLC_M_UNA,Number of men with a numeric response for ideal number of children (unweighted)
CH_DSTL_C_NUM,Number of mothers whose youngest child under five years is living with her
CH_DSTL_C_UNW,Number of mothers whose youngest child under five years is living with her (unweighted)
RH_TTIJ_W_NUM,Number of mothers with a last live births in the last two (or three/five) years
RH_TTIJ_W_UNW,Number of mothers with a last live births in the last two (or three/five) years (unweighted)
HA_PSXY_M_NUM,Number of never-married men
HA_PSXY_M_UNW,Number of never-married men (unweighted)
HA_PSXY_W_NUM,Number of never-married young women
HA_PSXY_W_UNW,Number of never-married young women (unweighted)
HA_PSXY_W_NM1,Number of never-married young women who had sex in the past year
HA_PSXY_W_UN1,Number of never-married young women who had sex in the past year (unweighted)
FE_BINT_C_NUM,Number of non-first births
FE_BINT_C_UNW,Number of non-first births (unweighted)
FP_NFPP_W_NUM,Number of nonusers of FP
FP_NFPP_W_UNW,Number of nonusers of FP (unweighted)
HC_CHAR_P_NUM,Number of persons
HC_RMSL_P_NUM,Number of persons
WS_TLET_P_NUM,Number of persons
WS_WTRT_P_NUM,Number of persons
HC_WIXQ_P_NUM,Number of persons
HC_RMSL_P_UNW,Number of persons (unweighted)
WS_TLET_P_UNW,Number of persons (unweighted)
HC_CHAR_P_UNW,Number of persons (unweighted)
WS_WTRT_P_UNW,Number of persons (unweighted)
HC_WIXQ_P_UNW,Number of persons (unweighted)
MM_MMRT_W_PDT,Number of pregnancy-related deaths
FP_EVUU_M_NUM,Number of sexually active unmarried men
FP_EVUU_M_UNW,Number of sexually active unmarried men (unweighted)
FP_KMTU_M_NUM,Number of sexually active unmarried men 15-49
FP_KMTU_M_UNW,Number of sexually active unmarried men 15-49 (unweighted)
FP_KMTU_M_UN5,Number of sexually active unmarried men 15-54(59) (unweighted)
FP_NDYU_W_NUM,Number of sexually active unmarried women
FP_EVUU_W_NUM,Number of sexually active unmarried women
FP_NADU_W_NUM,Number of sexually active unmarried women
FP_CUSU_W_NUM,Number of sexually active unmarried women
FP_KMTU_W_NUM,Number of sexually active unmarried women
FP_NADU_W_UNW,Number of sexually active unmarried women (unweighted)
FP_EVUU_W_UNW,Number of sexually active unmarried women (unweighted)
FP_NDYU_W_UNW,Number of sexually active unmarried women (unweighted)
FP_KMTU_W_UNW,Number of sexually active unmarried women (unweighted)
FP_CUSU_W_UNW,Number of sexually active unmarried women (unweighted)
FP_NADU_W_TDN,Number of sexually active unmarried women with a demand for family planning
FP_NADU_W_TDU,Number of sexually active unmarried women with a demand for family planning (unweighted)
FP_NDYU_W_TDN,Number of sexually active unmarried young women with a demand for family planning
FP_NDYU_W_TDU,Number of sexually active unmarried young women with a demand for family planning (unweighted)
HA_MSPY_M_NM2,Number of sexually active young men
HA_MSPY_M_UN2,Number of sexually active young men (unweighted)
HA_MSPY_W_NM2,Number of sexually active young women
HA_MSPY_W_UN2,Number of sexually active young women (unweighted)
FP_ICHC_W_NUM,Number of users of selected modern methods of contraception
FP_ICHC_W_UNW,Number of users of selected modern methods of contraception (unweighted)
MA_WIVE_M_DKM,Number of wives [Men]: don't know or missing
MA_WIVE_M_1WV,Number of wives: One wife
MA_WIVE_M_TOT,Number of wives: Total
MA_WIVE_M_2PW,Number of wives: Two or more wives
AH_TOBC_W_NUM,Number of women
FP_NADA_W_NUM,Number of women
FP_KFTP_W_NUM,Number of women
FE_BBAG_W_NUM,Number of women
FG_PPCW_W_NUM,Number of women
FP_CUSA_W_NUM,Number of women
FG_PFCC_W_NUM,Number of women
FP_EVUA_W_NUM,Number of women
FE_CEBA_W_NUM,Number of women
HA_CKNA_W_NUM,Number of women
FP_KFPC_W_NUM,Number of women
AN_ANEM_W_NUM,Number of women
HA_KHVP_W_NUM,Number of women
FG_KFCC_W_NUM,Number of women
PR_MIDL_W_NUM,Number of women
PR_IDLC_W_NUM,Number of women
SX_SBAG_W_NUM,Number of women
SX_LSEX_W_NUM,Number of women
HA_ANSS_W_NUM,Number of women
AN_NUTS_W_NM1,Number of women
HA_MSXP_W_NM1,Number of women
HA_ASEC_W_NUM,Number of women
ED_EDUC_W_NUM,Number of women
ED_MDIA_W_NUM,Number of women
RH_PAHC_W_NUM,Number of women
MA_ADIF_W_NUM,Number of women
EM_EMPL_W_NUM,Number of women
HA_CPHT_W_NUM,Number of women
FP_EFPM_W_NUM,Number of women
HA_KMTC_W_NUM,Number of women
HA_MSXP_W_NM2,Number of women
ED_LITR_W_NUM,Number of women
MA_MBAG_W_NUM,Number of women
AN_NUTS_W_NUM,Number of women
MA_MSTA_W_NUM,Number of women
HA_KAID_W_NUM,Number of women
FP_KMTA_W_NUM,Number of women
FG_KFCC_W_UNW,Number of women (unweighted)
HA_MSXP_W_UN1,Number of women (unweighted)
MA_MSTA_W_UNW,Number of women (unweighted)
AN_ANEM_W_UNW,Number of women (unweighted)
FP_KFPC_W_UNW,Number of women (unweighted)
FP_KFTP_W_UNW,Number of women (unweighted)
HA_ANSS_W_UNW,Number of women (unweighted)
ED_EDUC_W_UNW,Number of women (unweighted)
HA_KHVP_W_UNW,Number of women (unweighted)
EM_EMPL_W_UNW,Number of women (unweighted)
HA_CKNA_W_UNW,Number of women (unweighted)
FE_CEBA_W_UNW,Number of women (unweighted)
HA_ASEC_W_UNW,Number of women (unweighted)
RH_PAHC_W_UNW,Number of women (unweighted)
AH_TOBC_W_UNW,Number of women (unweighted)
FE_BBAG_W_UNW,Number of women (unweighted)
HA_MSXP_W_UN2,Number of women (unweighted)
AN_NUTS_W_UN1,Number of women (unweighted)
MA_MBAG_W_UNW,Number of women (unweighted)
HA_KAID_W_UNW,Number of women (unweighted)
PR_MIDL_W_UNW,Number of women (unweighted)
FP_NADA_W_UNW,Number of women (unweighted)
ED_MDIA_W_UNW,Number of women (unweighted)
FP_EVUA_W_UNW,Number of women (unweighted)
PR_IDLC_W_UNW,Number of women (unweighted)
SX_LSEX_W_UNW,Number of women (unweighted)
FG_PPCW_W_UNW,Number of women (unweighted)
HA_KMTC_W_UNW,Number of women (unweighted)
FP_KMTA_W_UNW,Number of women (unweighted)
AN_NUTS_W_UNW,Number of women (unweighted)
SX_SBAG_W_UNW,Number of women (unweighted)
FP_CUSA_W_UNW,Number of women (unweighted)
HA_CPHT_W_UNW,Number of women (unweighted)
FG_PFCC_W_UNW,Number of women (unweighted)
MA_ADIF_W_UNW,Number of women (unweighted)
FP_EFPM_W_UNW,Number of women (unweighted)
ED_LITR_W_UNW,Number of women (unweighted)
FE_TNBH_W_NUM,Number of women age 15-19
FE_TNPG_W_NUM,Number of women age 15-19
FE_TNPG_W_UNW,Number of women age 15-19 (unweighted)
FE_TNBH_W_UNW,Number of women age 15-19 (unweighted)
FE_FRTY_W_NPG,Number of women age 15-49
FE_FRTY_W_UPG,Number of women age 15-49 (unweighted)
FE_MENO_W_NUM,Number of women age 30-49
FE_MENO_W_UNW,Number of women age 30-49 (unweighted)
FE_FRTY_W_N49,Number of women age 40-49
FE_FRTY_W_U49,Number of women age 40-49 (unweighted)
AH_CIGA_W_UNW,Number of women cigarette smokers (unweighted)
EM_EMPT_W_NUM,Number of women employed during the past 12 months
EM_OCCP_W_NUM,Number of women employed in the last 12 months
EM_OCCP_W_UNW,Number of women employed in the last 12 months (unweighted)
EM_EMPT_W_UNW,Number of women employed in the last 12 months (unweighted)
SV_INTV_W_NUM,Number of women interviewed in one visit with complete interview start and stop time
HA_HRSX_W_NM1,Number of women reporting sexual activity in the last 12 months
HA_HRSX_W_UN1,Number of women reporting sexual activity in the last 12 months (unweighted)
FP_SOCM_W_NPL,Number of women using pills
FP_SOCM_W_UPL,Number of women using pills (unweighted)
HA_STIS_W_NUM,Number of women who ever had sexual intercourse
HA_STIS_W_UNW,Number of women who ever had sexual intercourse (unweighted)
HA_HRSX_W_NM2,"Number of women who had sex with a non-marital, non-cohabiting partner in the last 12 months"
HA_HRSX_W_UN2,"Number of women who had sex with a non-marital, non-cohabiting partner in the last 12 months (unweighted)"
HA_AATT_W_NUM,Number of women who have heard of AIDS
HA_AATT_W_UNW,Number of women who have heard of AIDS (unweighted)
FG_OFCR_W_NUM,Number of women who have heard of female circumcision
FG_OFCC_W_NUM,Number of women who have heard of female circumcision
FG_OFCC_W_UNW,Number of women who have heard of female circumcision (unweighted)
FG_OFCR_W_UNW,Number of women who have heard of female circumcision (unweighted)
RH_ANCN_W_TOT,Number of women with a birth in the last two (or three/five) years
RH_ANCT_W_NUM,Number of women with a birth in the last two (or three/five) years
RH_ANCT_W_UNW,Number of women with a birth in the last two (or three/five) years (unweighted)
RH_ANCT_W_NMA,Number of women with a birth in the last two (or three/five) years receiving antenatal care (ANC)
FP_NADA_W_TDN,Number of women with a demand for family planning
FP_NADA_W_TDU,Number of women with a demand for family planning (unweighted)
RH_ANCP_W_NUM,Number of women with a live birth (or stillbirth) in the last two (or three/five) years
RH_ANCP_W_UNW,Number of women with a live birth (or stillbirth) in the last two (or three/five) years (unweighted)
RH_ANCS_W_NUM,Number of women with a live birth (or stillbirth) in the last two (or three/five) years who received antenatal care
RH_ANCC_W_NUM,Number of women with a live birth (or stillbirth) in the last two (or three/five) years who received antenatal care
RH_ANCC_W_UNW,Number of women with a live birth (or stillbirth) in the last two (or three/five) years who received antenatal care (unweighted)
RH_ANCS_W_UNW,Number of women with a live birth (or stillbirth) in the last two (or three/five) years who received antenatal care (unweighted)
CH_KORS_W_NUM,Number of women with a live birth in the last five years
CH_KORS_W_UNW,Number of women with a live birth in the last five years (unweighted)
PR_IDLC_W_NMA,Number of women with a numeric response for ideal number of children
PR_IDLC_W_UNA,Number of women with a numeric response for ideal number of children (unweighted)
HA_AFSY_M_NM1,Number of young men
HA_MSPY_M_NM1,Number of young men
HA_MSPY_M_NUM,Number of young men
ED_LITY_M_NUM,Number of young men
MA_MSTY_M_NUM,Number of young men
HA_CKNY_M_NUM,Number of young men
HA_CKNY_M_UNW,Number of young men (unweighted)
ED_LITY_M_UNW,Number of young men (unweighted)
HA_MSPY_M_UN1,Number of young men (unweighted)
HA_AFSY_M_UN1,Number of young men (unweighted)
MA_MSTY_M_UNW,Number of young men (unweighted)
HA_MSPY_M_UNW,Number of young men (unweighted)
SX_SACY_M_NUM,Number of young men age 15-19
SX_SACY_M_UNW,Number of young men age 15-19 (unweighted)
HA_AFSY_M_NM2,Number of young men age 18-24
HA_AFSY_M_UN2,Number of young men age 18-24 (unweighted)
SX_SBAY_M_NUM,Number of young men age 20-24
MA_MBAY_M_NUM,Number of young men age 20-24
SX_SBAY_M_UNW,Number of young men age 20-24 (unweighted)
MA_MBAY_M_UNW,Number of young men age 20-24 (unweighted)
HA_CKNY_W_NUM,Number of young women
FP_NDYA_W_NUM,Number of young women
HA_AFSY_W_NM1,Number of young women
ED_LITY_W_NUM,Number of young women
HA_MSPY_W_NM3,Number of young women
FP_CUSY_W_NUM,Number of young women
MA_MSTY_W_NUM,Number of young women
HA_MSPY_W_NM1,Number of young women
FP_CUSY_W_UNW,Number of young women (unweighted)
HA_CKNY_W_UNW,Number of young women (unweighted)
HA_MSPY_W_UN3,Number of young women (unweighted)
MA_MSTY_W_UNW,Number of young women (unweighted)
ED_LITY_W_UNW,Number of young women (unweighted)
HA_MSPY_W_UN1,Number of young women (unweighted)
HA_AFSY_W_UN1,Number of young women (unweighted)
FP_NDYA_W_UNW,Number of young women (unweighted)
SX_SACY_W_NUM,Number of young women age 15-19
SX_SACY_W_UNW,Number of young women age 15-19 (unweighted)
HA_AFSY_W_NM2,Number of young women age 18-24
HA_AFSY_W_UN2,Number of young women age 18-24 (unweighted)
MA_MBAY_W_NUM,Number of young women age 20-24
FE_BBAY_W_NUM,Number of young women age 20-24
SX_SBAY_W_NUM,Number of young women age 20-24
FE_BBAY_W_UNW,Number of young women age 20-24 (unweighted)
MA_MBAY_W_UNW,Number of young women age 20-24 (unweighted)
SX_SBAY_W_UNW,Number of young women age 20-24 (unweighted)
FP_NDYA_W_TDN,Number of young women with a demand for family planning
FP_NDYA_W_TDU,Number of young women with a demand for family planning (unweighted)
CN_BRFS_C_NUM,Number of youngest children under two years living with the mother
CN_BRFS_C_UNW,Number of youngest children under two years living with the mother (unweighted)
CH_ARSA_C_GHC,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from a government health center"
CH_ARSA_C_GHS,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from a government hospital"
CH_ARSA_C_MKT,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from a market"
CH_ARSA_C_OSR,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from a non-medical source"
CH_ARSA_C_PDR,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from a private doctor"
CH_ARSA_C_PFW,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from a private fieldworker"
CH_ARSA_C_PHS,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from a private hospital/clinic"
CH_ARSA_C_PRV,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from a private medical sector facility"
CH_ARSA_C_PPH,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from a private pharmacy"
CH_ARSA_C_GFW,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from a public fieldworker"
CH_ARSA_C_PUB,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from a public sector facility"
CH_ARSA_C_SHP,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from a shop"
CH_ARSA_C_TRP,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from a traditional practitioner"
CH_ARSA_C_POT,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from another private sector facility"
CH_ARSA_C_GOT,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from another public sector facility"
CH_ARSA_C_OTH,"Of children with symptoms of ARI for whom advice or treatment was sought, children receiving from any other source"
CH_ARSS_C_GHC,"Of children with symptoms of ARI, advice or treatment sought from a government health center"
CH_ARSS_C_GHS,"Of children with symptoms of ARI, advice or treatment sought from a government hospital"
CH_ARSS_C_MKT,"Of children with symptoms of ARI, advice or treatment sought from a market"
CH_ARSS_C_OSR,"Of children with symptoms of ARI, advice or treatment sought from a non-medical source"
CH_ARSS_C_PDR,"Of children with symptoms of ARI, advice or treatment sought from a private doctor"
CH_ARSS_C_PFW,"Of children with symptoms of ARI, advice or treatment sought from a private fieldworker"
CH_ARSS_C_PHS,"Of children with symptoms of ARI, advice or treatment sought from a private hospital/clinic"
CH_ARSS_C_PRV,"Of children with symptoms of ARI, advice or treatment sought from a private medical sector facility"
CH_ARSS_C_PPH,"Of children with symptoms of ARI, advice or treatment sought from a private pharmacy"
CH_ARSS_C_GFW,"Of children with symptoms of ARI, advice or treatment sought from a public fieldworker"
CH_ARSS_C_PUB,"Of children with symptoms of ARI, advice or treatment sought from a public sector facility"
CH_ARSS_C_SHP,"Of children with symptoms of ARI, advice or treatment sought from a shop"
CH_ARSS_C_TRP,"Of children with symptoms of ARI, advice or treatment sought from a traditional practitioner"
CH_ARSS_C_POT,"Of children with symptoms of ARI, advice or treatment sought from another private sector facility"
CH_ARSS_C_GOT,"Of children with symptoms of ARI, advice or treatment sought from another public sector facility"
CH_ARSS_C_OTH,"Of children with symptoms of ARI, advice or treatment sought from any other source"
HA_PYSX_M_PD1,Paid for sexual intercourse in the past 12 months
PR_PLST_W_NOM,Percentage of births not wanted at all
PR_PLST_W_MIS,Percentage of births unsure about wantedness/with missing information on wantedness of birth
PR_PLST_W_LAT,Percentage of births wanted later
PR_PLST_W_THN,Percentage of births wanted then
PR_PLST_W_TOT,Percentage of births: Total
SV_BACK_M_PCM,Percentage of men
HC_AGEG_P_004,Percentage of population age 0-4
HC_AGEG_P_104,Percentage of population age 10-14
HC_AGEG_P_159,Percentage of population age 15-19
HC_AGEG_P_204,Percentage of population age 20-24
HC_AGEG_P_259,Percentage of population age 25-29
HC_AGEG_P_304,Percentage of population age 30-34
HC_AGEG_P_359,Percentage of population age 35-39
HC_AGEG_P_404,Percentage of population age 40-44
HC_AGEG_P_459,Percentage of population age 45-49
HC_AGEG_P_059,Percentage of population age 5-9
HC_AGEG_P_504,Percentage of population age 50-54
HC_AGEG_P_559,Percentage of population age 55-59
HC_AGEG_P_604,Percentage of population age 60-64
HC_AGEG_P_659,Percentage of population age 65-69
HC_AGEG_P_704,Percentage of population age 70-74
HC_AGEG_P_759,Percentage of population age 75-79
HC_AGEG_P_80P,Percentage of population age 80 +
HC_AGEG_P_DK1,Percentage of population with age DK/missing
HC_AGEG_P_DK2,Percentage of population with age DK/missing
HC_AGEG_P_DKM,Percentage of population with age don't know or missing
HC_AGEG_P_TOT,Percentage of population: Total
SV_BACK_W_PCW,Percentage of women
FE_FRTY_W_PRG,Percentage of women currently pregnant
HC_YTHC_M_PCT,Percentage of young men
HC_YTHC_B_PCT,Percentage of young people
HC_YTHC_W_PCT,Percentage of young women
CH_VAC1_C_VCD,Percentage showing a vaccination card
RH_DELP_C_HOM,Place of delivery: At home
RH_DELP_C_DHF,Place of delivery: Health facility
RH_DELP_C_OTH,Place of delivery: Other
RH_DELP_C_PRV,Place of delivery: Private sector
RH_DELP_C_PUB,Place of delivery: Public sector
RH_DELP_C_TOT,Place of delivery: Total
RH_DELP_C_DKM,Place of delivery: don't know or missing
CH_VACC_C_OP0,Polio 0 vaccination received
CH_VACS_C_OP0,Polio 0 vaccination received
CH_VAC1_C_OP0,Polio 0 vaccination received in first year
CH_VACS_C_OP1,Polio 1 vaccination received
CH_VACC_C_OP1,Polio 1 vaccination received
CH_VAC1_C_OP1,Polio 1 vaccination received in first year
CH_VACS_C_OP2,Polio 2 vaccination received
CH_VACC_C_OP2,Polio 2 vaccination received
CH_VAC1_C_OP2,Polio 2 vaccination received in first year
CH_VACS_C_OP3,Polio 3 vaccination received
CH_VACC_C_OP3,Polio 3 vaccination received
CH_VAC1_C_OP3,Polio 3 vaccination received in first year
ED_EDAT_B_HGH,Population age 6 and over who attended higher education
ED_EDAT_B_PRI,Population age 6 and over who attended primary education
ED_EDAT_B_SEC,Population age 6 and over who attended secondary education
ED_EDAT_B_CPR,Population age 6 and over with completed primary education
ED_EDAT_B_CSC,Population age 6 and over with completed secondary education
ED_EDAT_B_DKM,Population age 6 and over with don't know or missing information on level of education
ED_EDAT_B_NED,Population age 6 and over with no education
ED_EDAT_B_SPR,Population age 6 and over with some primary education
ED_EDAT_B_SSC,Population age 6 and over with some secondary education
ED_EDAT_B_TOT,Population age 6 and over: Total
HC_CKFL_P_LPG,Population cooking with LPG/natural gas/biogas
HC_CKFL_P_CHR,Population cooking with charcoal
HC_CKFL_P_ELC,Population cooking with electricity
HC_CKFL_P_GAS,Population cooking with gasoline
HC_CKFL_P_KER,Population cooking with kerosene
HC_CKFL_P_OTH,Population cooking with other types of fuel
HC_CKFL_P_WOD,Population cooking with wood
HC_WIXQ_P_4TH,Population in the fourth wealth quintile
HC_WIXQ_P_HGH,Population in the highest wealth quintile
HC_WIXQ_P_LOW,Population in the lowest wealth quintile
HC_WIXQ_P_MID,Population in the middle wealth quintile
HC_WIXQ_P_2ND,Population in the second wealth quintile
HC_OLDR_P_NNC,Population living in non-nuclear families
HC_WIXQ_P_TOT,Population total
HC_RMSL_P_TOT,Population total
WS_TLET_P_TOT,Population total
WS_SRCE_P_PSG,Population using a protected spring
WS_SRCE_P_PWL,Population using a protected well
WS_SRCE_P_TAP,Population using a public tap/standpipe
WS_SRCE_P_USU,Population using a spring (protection unspecified)
WS_SRCE_P_TUB,Population using a tubewell/borehole
WS_SRCE_P_IMP,Population using an improved water source
WS_SRCE_P_NIM,Population using an unimproved water source
WS_SRCE_P_UWL,Population using an unprotected well water
WS_SRCE_P_BOT,Population using bottled water/demi john
HC_CKFL_P_CLN,Population using clean fuel for cooking 
WS_TLET_P_NFC,Population using open defecation
WS_TLET_P_OTH,Population using other types of toilet facility
WS_SRCE_P_OTH,Population using other water source
WS_SRCE_P_RNW,Population using rainwater
HC_CKFL_P_SLD,Population using solid fuel for cooking 
WS_SRCE_P_SRF,Population using surface water
WS_SRCE_P_TNK,Population using tanker truck
WS_SRCE_P_PIP,Population using water piped into dwelling
WS_SRCE_P_PYD,Population using water piped into yard/plot
WS_TLET_P_FUN,Population with a flush or pour flush toilet to an unknown location
WS_TLET_P_PSL,Population with a pit latrine with a slab
